t,k,node,marginal
1,263,dena21,86.564
1,264,dena21,86.564
1,265,dena21,86.564
1,266,dena21,86.564
1,267,dena21,86.564
1,268,dena21,86.564
1,269,dena21,86.564
1,270,dena21,86.564
1,271,dena21,86.564
1,272,dena21,86.564
1,273,dena21,86.564
1,274,dena21,86.564
1,275,dena21,86.564
1,276,dena21,86.564
1,277,dena21,86.564
1,278,dena21,86.564
1,279,dena21,86.564
1,280,dena21,86.564
1,281,dena21,86.564
1,282,dena21,86.564
1,283,dena21,86.564
1,284,dena21,86.564
1,285,dena21,86.564
1,286,dena21,86.564
1,287,dena21,86.564
1,288,dena21,86.564
1,289,dena21,86.564
1,290,dena21,86.564
1,291,dena21,86.564
1,292,dena21,86.564
1,293,dena21,86.564
1,294,dena21,86.564
1,295,dena21,86.564
1,296,dena21,86.564
1,297,dena21,86.564
1,298,dena21,86.564
1,299,dena21,86.564
1,300,dena21,86.564
1,301,dena21,86.564
1,302,dena21,86.564
1,303,dena21,86.564
1,304,dena21,86.564
1,305,dena21,86.564
1,306,dena21,86.564
1,307,dena21,86.564
1,308,dena21,86.564
1,309,dena21,86.564
1,310,dena21,86.564
1,311,dena21,86.564
1,312,dena21,86.564
1,313,dena21,86.564
1,314,dena21,86.564
1,315,dena21,86.564
1,316,dena21,86.564
1,317,dena21,86.564
1,318,dena21,86.564
1,319,dena21,86.564
1,320,dena21,86.564
1,321,dena21,86.564
1,322,dena21,86.564
1,323,dena21,86.564
1,324,dena21,86.564
1,325,dena21,86.564
1,326,dena21,86.564
1,327,dena21,86.564
1,328,dena21,86.564
1,329,dena21,86.564
1,330,dena21,86.564
1,331,dena21,86.564
1,332,dena21,86.564
1,333,dena21,86.564
1,334,dena21,86.564
1,335,dena21,86.564
1,336,dena21,86.564
1,337,dena21,86.564
1,338,dena21,86.564
1,339,dena21,86.564
1,340,dena21,86.564
1,341,dena21,86.564
1,342,dena21,86.564
1,343,dena21,86.564
1,344,dena21,86.564
1,345,dena21,86.564
1,346,dena21,86.564
1,347,dena21,86.564
1,348,dena21,86.564
1,349,dena21,86.564
1,350,dena21,86.564
1,351,dena21,86.564
1,352,dena21,86.564
1,353,dena21,86.564
1,354,dena21,86.564
1,355,dena21,86.564
1,356,dena21,86.564
1,357,dena21,86.564
1,358,dena21,86.564
1,359,dena21,86.564
1,360,dena21,86.564
1,361,dena21,86.564
1,362,dena21,86.564
1,363,dena21,86.564
1,364,dena21,86.564
1,365,dena21,86.564
2,1,dena21,86.564
2,2,dena21,86.564
2,3,dena21,86.564
2,4,dena21,86.564
2,5,dena21,86.564
2,6,dena21,86.564
2,7,dena21,86.564
2,8,dena21,86.564
2,9,dena21,86.564
2,10,dena21,86.564
2,11,dena21,86.564
2,12,dena21,86.564
2,13,dena21,86.564
2,14,dena21,86.564
2,15,dena21,86.564
2,16,dena21,86.564
2,17,dena21,86.564
2,18,dena21,86.564
2,19,dena21,86.564
2,20,dena21,86.564
2,21,dena21,86.564
2,22,dena21,86.564
2,23,dena21,86.564
2,24,dena21,86.564
2,25,dena21,86.564
2,26,dena21,86.564
2,27,dena21,86.564
2,28,dena21,86.564
2,29,dena21,86.564
2,30,dena21,86.564
2,31,dena21,86.564
2,32,dena21,86.564
2,33,dena21,86.564
2,34,dena21,86.564
2,35,dena21,86.564
2,36,dena21,86.564
2,37,dena21,86.564
2,38,dena21,86.564
2,39,dena21,86.564
2,40,dena21,86.564
2,41,dena21,86.564
2,42,dena21,86.564
2,43,dena21,86.564
2,44,dena21,86.564
2,45,dena21,86.564
2,46,dena21,86.564
2,47,dena21,86.564
2,48,dena21,86.564
2,49,dena21,86.564
2,50,dena21,86.564
2,51,dena21,86.564
2,52,dena21,86.564
2,53,dena21,86.564
2,54,dena21,86.564
2,55,dena21,86.564
2,56,dena21,86.564
2,57,dena21,86.564
2,58,dena21,86.564
2,59,dena21,86.564
2,60,dena21,86.564
2,61,dena21,86.564
2,62,dena21,86.564
2,63,dena21,86.564
2,64,dena21,86.564
2,65,dena21,86.564
2,66,dena21,86.564
2,67,dena21,86.564
2,68,dena21,86.564
2,69,dena21,86.564
2,70,dena21,86.564
2,71,dena21,86.564
2,72,dena21,86.564
2,73,dena21,86.564
2,74,dena21,86.564
2,75,dena21,86.564
2,76,dena21,86.564
2,77,dena21,86.564
2,78,dena21,86.564
2,79,dena21,86.564
2,80,dena21,86.564
2,81,dena21,86.564
2,82,dena21,86.564
2,83,dena21,86.564
2,84,dena21,86.564
2,85,dena21,86.564
2,86,dena21,86.564
2,87,dena21,86.564
2,88,dena21,86.564
2,89,dena21,86.564
2,90,dena21,86.564
2,91,dena21,86.564
2,92,dena21,86.564
2,93,dena21,86.564
2,94,dena21,86.564
2,95,dena21,86.564
2,96,dena21,86.564
2,97,dena21,86.564
2,98,dena21,86.564
2,99,dena21,86.564
2,100,dena21,86.564
2,101,dena21,86.564
2,102,dena21,86.564
2,103,dena21,86.564
2,104,dena21,86.564
2,105,dena21,86.564
2,106,dena21,86.564
2,107,dena21,86.564
2,108,dena21,86.564
2,109,dena21,86.564
2,110,dena21,86.564
2,111,dena21,86.564
2,112,dena21,86.564
2,113,dena21,86.564
2,114,dena21,86.564
2,115,dena21,86.564
2,116,dena21,86.564
2,117,dena21,86.564
2,118,dena21,86.564
2,119,dena21,86.564
2,120,dena21,86.564
2,121,dena21,86.564
2,122,dena21,86.564
2,123,dena21,86.564
2,124,dena21,86.564
2,125,dena21,86.564
2,126,dena21,86.564
2,127,dena21,86.564
2,128,dena21,86.564
2,129,dena21,86.564
2,130,dena21,86.564
2,131,dena21,86.564
2,132,dena21,86.564
2,133,dena21,86.564
2,134,dena21,86.564
2,135,dena21,86.564
2,136,dena21,86.564
2,137,dena21,86.564
2,138,dena21,86.564
2,139,dena21,86.564
2,140,dena21,86.564
2,141,dena21,86.564
2,142,dena21,86.564
2,143,dena21,86.564
2,144,dena21,86.564
2,145,dena21,86.564
2,146,dena21,86.564
2,147,dena21,86.564
2,148,dena21,86.564
2,149,dena21,86.564
2,150,dena21,86.564
2,151,dena21,86.564
2,152,dena21,86.564
2,153,dena21,86.564
2,154,dena21,86.564
2,155,dena21,86.564
2,156,dena21,86.564
2,157,dena21,86.564
2,158,dena21,86.564
2,159,dena21,86.564
2,160,dena21,86.564
2,161,dena21,86.564
2,162,dena21,86.564
2,163,dena21,86.564
2,164,dena21,86.564
2,165,dena21,86.564
2,166,dena21,86.564
2,167,dena21,86.564
2,168,dena21,86.564
2,169,dena21,86.564
2,170,dena21,86.564
2,171,dena21,86.564
2,172,dena21,86.564
2,173,dena21,86.564
2,174,dena21,86.564
2,175,dena21,86.564
2,176,dena21,86.564
2,177,dena21,86.564
2,178,dena21,86.564
2,179,dena21,86.564
2,180,dena21,86.564
2,181,dena21,86.564
2,182,dena21,86.564
2,183,dena21,86.564
2,184,dena21,86.564
2,185,dena21,86.564
2,186,dena21,86.564
2,187,dena21,86.564
2,188,dena21,86.564
2,189,dena21,86.564
2,190,dena21,86.564
2,191,dena21,86.564
2,192,dena21,86.564
2,193,dena21,86.564
2,194,dena21,86.564
2,195,dena21,86.564
2,196,dena21,86.564
2,197,dena21,86.564
2,198,dena21,86.564
2,199,dena21,86.564
2,200,dena21,86.564
2,201,dena21,86.564
2,202,dena21,86.564
2,203,dena21,86.564
2,204,dena21,86.564
2,205,dena21,86.564
2,206,dena21,86.564
2,207,dena21,86.564
2,208,dena21,86.564
2,209,dena21,86.564
2,210,dena21,86.564
2,211,dena21,86.564
2,212,dena21,86.564
2,213,dena21,86.564
2,214,dena21,86.564
2,215,dena21,86.564
2,216,dena21,86.564
2,217,dena21,86.564
2,218,dena21,86.564
2,219,dena21,86.564
2,220,dena21,86.564
2,221,dena21,86.564
2,222,dena21,86.564
2,223,dena21,86.564
2,224,dena21,86.564
2,225,dena21,86.564
2,226,dena21,86.564
2,227,dena21,86.564
2,228,dena21,86.564
2,229,dena21,86.564
2,230,dena21,86.564
2,231,dena21,86.564
2,232,dena21,86.564
2,233,dena21,86.564
2,234,dena21,86.564
2,235,dena21,86.564
2,236,dena21,86.564
2,237,dena21,86.564
2,238,dena21,86.564
2,239,dena21,86.564
2,240,dena21,86.564
2,241,dena21,86.564
2,242,dena21,86.564
2,243,dena21,86.564
2,244,dena21,86.564
2,245,dena21,86.564
2,246,dena21,86.564
2,247,dena21,86.564
2,248,dena21,86.564
2,249,dena21,86.564
2,250,dena21,86.564
2,251,dena21,86.564
2,252,dena21,86.564
2,253,dena21,86.564
2,254,dena21,86.564
2,255,dena21,86.564
2,256,dena21,86.564
2,257,dena21,86.564
2,258,dena21,86.564
2,259,dena21,86.564
2,260,dena21,86.564
2,261,dena21,86.564
2,262,dena21,86.564
2,263,dena21,86.564
2,264,dena21,86.564
2,265,dena21,86.564
2,266,dena21,86.564
2,267,dena21,86.564
2,268,dena21,86.564
2,269,dena21,86.564
2,270,dena21,86.564
2,271,dena21,86.564
2,272,dena21,86.564
2,273,dena21,86.564
2,274,dena21,86.564
2,275,dena21,86.564
2,276,dena21,86.564
2,277,dena21,86.564
2,278,dena21,86.564
2,279,dena21,86.564
2,280,dena21,86.564
2,281,dena21,86.564
2,282,dena21,86.564
2,283,dena21,86.564
2,284,dena21,86.564
2,285,dena21,86.564
2,286,dena21,86.564
2,287,dena21,86.564
2,288,dena21,86.564
2,289,dena21,86.564
2,290,dena21,86.564
2,291,dena21,86.564
2,292,dena21,86.564
2,293,dena21,86.564
2,294,dena21,86.564
2,295,dena21,86.564
2,296,dena21,86.564
2,297,dena21,86.564
2,298,dena21,86.564
2,299,dena21,86.564
2,300,dena21,86.564
2,301,dena21,86.564
2,302,dena21,86.564
2,303,dena21,86.564
2,304,dena21,86.564
2,305,dena21,86.564
2,306,dena21,86.564
2,307,dena21,86.564
2,308,dena21,86.564
2,309,dena21,86.564
2,310,dena21,86.564
2,311,dena21,86.564
2,312,dena21,86.564
2,313,dena21,86.564
2,314,dena21,86.564
2,315,dena21,86.564
2,316,dena21,86.564
2,317,dena21,86.564
2,318,dena21,86.564
2,319,dena21,86.564
2,320,dena21,86.564
2,321,dena21,86.564
2,322,dena21,86.564
2,323,dena21,86.564
2,324,dena21,86.564
2,325,dena21,86.564
2,326,dena21,86.564
2,327,dena21,86.564
2,328,dena21,86.564
2,329,dena21,86.564
2,330,dena21,86.564
2,331,dena21,86.564
2,332,dena21,86.564
2,333,dena21,86.564
2,334,dena21,86.564
2,335,dena21,86.564
2,336,dena21,86.564
2,337,dena21,86.564
2,338,dena21,86.564
2,339,dena21,86.564
2,340,dena21,86.564
2,341,dena21,86.564
2,342,dena21,86.564
2,343,dena21,86.564
2,344,dena21,86.564
2,345,dena21,86.564
2,346,dena21,86.564
2,347,dena21,86.564
2,348,dena21,86.564
2,349,dena21,86.564
2,350,dena21,86.564
2,351,dena21,86.564
2,352,dena21,86.564
2,353,dena21,86.564
2,354,dena21,86.564
2,355,dena21,86.564
2,356,dena21,86.564
2,357,dena21,86.564
2,358,dena21,86.564
2,359,dena21,86.564
2,360,dena21,86.564
2,361,dena21,86.564
2,362,dena21,86.564
2,363,dena21,86.564
2,364,dena21,86.564
2,365,dena21,86.564
3,1,dena21,86.564
3,2,dena21,86.564
3,3,dena21,86.564
3,4,dena21,86.564
3,5,dena21,86.564
3,6,dena21,86.564
3,7,dena21,86.564
3,8,dena21,86.564
3,9,dena21,86.564
3,10,dena21,86.564
3,11,dena21,86.564
3,12,dena21,86.564
3,13,dena21,86.564
3,14,dena21,86.564
3,15,dena21,86.564
3,16,dena21,86.564
3,17,dena21,86.564
3,18,dena21,86.564
3,19,dena21,86.564
3,20,dena21,86.564
3,21,dena21,86.564
3,22,dena21,86.564
3,23,dena21,86.564
3,24,dena21,86.564
3,25,dena21,86.564
3,26,dena21,86.564
3,27,dena21,86.564
3,28,dena21,86.564
3,29,dena21,86.564
3,30,dena21,86.564
3,31,dena21,86.564
3,32,dena21,86.564
3,33,dena21,86.564
3,34,dena21,86.564
3,35,dena21,86.564
3,36,dena21,86.564
3,37,dena21,86.564
3,38,dena21,86.564
3,39,dena21,86.564
3,40,dena21,86.564
3,41,dena21,86.564
3,42,dena21,86.564
3,43,dena21,86.564
3,44,dena21,86.564
3,45,dena21,86.564
3,46,dena21,86.564
3,47,dena21,86.564
3,48,dena21,86.564
3,49,dena21,86.564
3,50,dena21,86.564
3,51,dena21,86.564
3,52,dena21,86.564
3,53,dena21,86.564
3,54,dena21,86.564
3,55,dena21,86.564
3,56,dena21,86.564
3,57,dena21,86.564
3,58,dena21,86.564
3,59,dena21,86.564
3,60,dena21,86.564
3,61,dena21,86.564
3,62,dena21,86.564
3,63,dena21,86.564
3,64,dena21,86.564
3,65,dena21,86.564
3,66,dena21,86.564
3,67,dena21,86.564
3,68,dena21,86.564
3,69,dena21,86.564
3,70,dena21,86.564
3,71,dena21,86.564
3,72,dena21,86.564
3,73,dena21,86.564
3,74,dena21,86.564
3,75,dena21,86.564
3,76,dena21,86.564
3,77,dena21,86.564
3,78,dena21,86.564
3,79,dena21,86.564
3,80,dena21,86.564
3,81,dena21,86.564
3,82,dena21,86.564
3,83,dena21,86.564
3,84,dena21,86.564
3,85,dena21,86.564
3,86,dena21,86.564
3,87,dena21,86.564
3,88,dena21,86.564
3,89,dena21,86.564
3,90,dena21,86.564
3,91,dena21,86.564
3,92,dena21,86.564
3,93,dena21,86.564
3,94,dena21,86.564
3,95,dena21,86.564
3,96,dena21,86.564
3,97,dena21,86.564
3,98,dena21,86.564
3,99,dena21,86.564
3,100,dena21,86.564
3,101,dena21,86.564
3,102,dena21,86.564
3,103,dena21,86.564
3,104,dena21,86.564
3,105,dena21,86.564
3,106,dena21,86.564
3,107,dena21,86.564
3,108,dena21,86.564
3,109,dena21,86.564
3,110,dena21,86.564
3,111,dena21,86.564
3,112,dena21,86.564
3,113,dena21,86.564
3,114,dena21,86.564
3,115,dena21,86.564
3,116,dena21,86.564
3,117,dena21,86.564
3,118,dena21,86.564
3,119,dena21,86.564
3,120,dena21,86.564
3,121,dena21,86.564
3,122,dena21,86.564
3,123,dena21,86.564
3,124,dena21,86.564
3,125,dena21,86.564
3,126,dena21,86.564
3,127,dena21,86.564
3,128,dena21,86.564
3,129,dena21,86.564
3,130,dena21,86.564
3,131,dena21,86.564
3,132,dena21,86.564
3,133,dena21,86.564
3,134,dena21,86.564
3,135,dena21,86.564
3,136,dena21,86.564
3,137,dena21,86.564
3,138,dena21,86.564
3,139,dena21,86.564
3,140,dena21,86.564
3,141,dena21,86.564
3,142,dena21,86.564
3,143,dena21,86.564
3,144,dena21,86.564
3,145,dena21,86.564
3,146,dena21,86.564
3,147,dena21,86.564
3,148,dena21,86.564
3,149,dena21,86.564
3,150,dena21,86.564
3,151,dena21,86.564
3,152,dena21,86.564
3,153,dena21,86.564
3,154,dena21,86.564
3,155,dena21,86.564
3,156,dena21,86.564
3,157,dena21,86.564
3,158,dena21,86.564
3,159,dena21,86.564
3,160,dena21,86.564
3,161,dena21,86.564
3,162,dena21,86.564
3,163,dena21,86.564
3,164,dena21,86.564
3,165,dena21,86.564
3,166,dena21,86.564
3,167,dena21,86.564
3,168,dena21,86.564
3,169,dena21,86.564
3,170,dena21,86.564
3,171,dena21,86.564
3,172,dena21,86.564
3,173,dena21,86.564
3,174,dena21,86.564
3,175,dena21,86.564
3,176,dena21,86.564
3,177,dena21,86.564
3,178,dena21,86.564
3,179,dena21,86.564
3,180,dena21,86.564
3,181,dena21,86.564
3,182,dena21,86.564
3,183,dena21,86.564
3,184,dena21,86.564
3,185,dena21,86.564
3,186,dena21,86.564
3,187,dena21,86.564
3,188,dena21,86.564
3,189,dena21,86.564
3,190,dena21,86.564
3,191,dena21,86.564
3,192,dena21,86.564
3,193,dena21,86.564
3,194,dena21,86.564
3,195,dena21,86.564
3,196,dena21,86.564
3,197,dena21,86.564
3,198,dena21,86.564
3,199,dena21,86.564
3,200,dena21,86.564
3,201,dena21,86.564
3,202,dena21,86.564
3,203,dena21,86.564
3,204,dena21,86.564
3,205,dena21,86.564
3,206,dena21,86.564
3,207,dena21,86.564
3,208,dena21,86.564
3,209,dena21,86.564
3,210,dena21,86.564
3,211,dena21,86.564
3,212,dena21,86.564
3,213,dena21,86.564
3,214,dena21,86.564
3,215,dena21,86.564
3,216,dena21,86.564
3,217,dena21,86.564
3,218,dena21,86.564
3,219,dena21,86.564
3,220,dena21,86.564
3,221,dena21,86.564
3,222,dena21,86.564
3,223,dena21,86.564
3,224,dena21,86.564
3,225,dena21,86.564
3,226,dena21,86.564
3,227,dena21,86.564
3,228,dena21,86.564
3,229,dena21,86.564
3,230,dena21,86.564
3,231,dena21,86.564
3,232,dena21,86.564
3,233,dena21,86.564
3,234,dena21,86.564
3,235,dena21,86.564
3,236,dena21,86.564
3,237,dena21,86.564
3,238,dena21,86.564
3,239,dena21,86.564
3,240,dena21,86.564
3,241,dena21,86.564
3,242,dena21,86.564
3,243,dena21,86.564
3,244,dena21,86.564
3,245,dena21,86.564
3,246,dena21,86.564
3,247,dena21,86.564
3,248,dena21,86.564
3,249,dena21,86.564
3,250,dena21,86.564
3,251,dena21,86.564
3,252,dena21,86.564
3,253,dena21,86.564
3,254,dena21,86.564
3,255,dena21,86.564
3,256,dena21,86.564
3,257,dena21,86.564
3,258,dena21,86.564
3,259,dena21,86.564
3,260,dena21,86.564
3,261,dena21,86.564
3,262,dena21,86.564
3,263,dena21,86.564
3,264,dena21,86.564
3,265,dena21,86.564
3,266,dena21,86.564
3,267,dena21,86.564
3,268,dena21,86.564
3,269,dena21,86.564
3,270,dena21,86.564
3,271,dena21,86.564
3,272,dena21,86.564
3,273,dena21,86.564
3,274,dena21,86.564
3,275,dena21,86.564
3,276,dena21,86.564
3,277,dena21,86.564
3,278,dena21,86.564
3,279,dena21,86.564
3,280,dena21,86.564
3,281,dena21,86.564
3,282,dena21,86.564
3,283,dena21,86.564
3,284,dena21,86.564
3,285,dena21,86.564
3,286,dena21,86.564
3,287,dena21,86.564
3,288,dena21,86.564
3,289,dena21,86.564
3,290,dena21,86.564
3,291,dena21,86.564
3,292,dena21,86.564
3,293,dena21,86.564
3,294,dena21,86.564
3,295,dena21,86.564
3,296,dena21,86.564
3,297,dena21,86.564
3,298,dena21,86.564
3,299,dena21,86.564
3,300,dena21,86.564
3,301,dena21,86.564
3,302,dena21,86.564
3,303,dena21,86.564
3,304,dena21,86.564
3,305,dena21,86.564
3,306,dena21,86.564
3,307,dena21,86.564
3,308,dena21,86.564
3,309,dena21,86.564
3,310,dena21,86.564
3,311,dena21,86.564
3,312,dena21,86.564
3,313,dena21,86.564
3,314,dena21,86.564
3,315,dena21,86.564
3,316,dena21,86.564
3,317,dena21,86.564
3,318,dena21,86.564
3,319,dena21,86.564
3,320,dena21,86.564
3,321,dena21,86.564
3,322,dena21,86.564
3,323,dena21,86.564
3,324,dena21,86.564
3,325,dena21,86.564
3,326,dena21,86.564
3,327,dena21,86.564
3,328,dena21,86.564
3,329,dena21,86.564
3,330,dena21,86.564
3,331,dena21,86.564
3,332,dena21,86.564
3,333,dena21,86.564
3,334,dena21,86.564
3,335,dena21,86.564
3,336,dena21,86.564
3,337,dena21,86.564
3,338,dena21,86.564
3,339,dena21,86.564
3,340,dena21,86.564
3,341,dena21,86.564
3,342,dena21,86.564
3,343,dena21,86.564
3,344,dena21,86.564
3,345,dena21,86.564
3,346,dena21,86.564
3,347,dena21,86.564
3,348,dena21,86.564
3,349,dena21,86.564
3,350,dena21,86.564
3,351,dena21,86.564
3,352,dena21,86.564
3,353,dena21,86.564
3,354,dena21,86.564
3,355,dena21,86.564
3,356,dena21,86.564
3,357,dena21,86.564
3,358,dena21,86.564
3,359,dena21,86.564
3,360,dena21,86.564
3,361,dena21,86.564
3,362,dena21,86.564
3,363,dena21,86.564
3,364,dena21,86.564
3,365,dena21,86.564
4,1,dena21,86.564
4,2,dena21,86.564
4,3,dena21,86.564
4,4,dena21,86.564
4,5,dena21,86.564
4,6,dena21,86.564
4,7,dena21,86.564
4,8,dena21,86.564
4,9,dena21,86.564
4,10,dena21,86.564
4,11,dena21,86.564
4,12,dena21,86.564
4,13,dena21,86.564
4,14,dena21,86.564
4,15,dena21,86.564
4,16,dena21,86.564
4,17,dena21,86.564
4,18,dena21,86.564
4,19,dena21,86.564
4,20,dena21,86.564
4,21,dena21,86.564
4,22,dena21,86.564
4,23,dena21,86.564
4,24,dena21,86.564
4,25,dena21,86.564
4,26,dena21,86.564
4,27,dena21,86.564
4,28,dena21,86.564
4,29,dena21,86.564
4,30,dena21,86.564
4,31,dena21,86.564
4,32,dena21,86.564
4,33,dena21,86.564
4,34,dena21,86.564
4,35,dena21,86.564
4,36,dena21,86.564
4,37,dena21,86.564
4,38,dena21,86.564
4,39,dena21,86.564
4,40,dena21,86.564
4,41,dena21,86.564
4,42,dena21,86.564
4,43,dena21,86.564
4,44,dena21,86.564
4,45,dena21,86.564
4,46,dena21,86.564
4,47,dena21,86.564
4,48,dena21,86.564
4,49,dena21,86.564
4,50,dena21,86.564
4,51,dena21,86.564
4,52,dena21,86.564
4,53,dena21,86.564
4,54,dena21,86.564
4,55,dena21,86.564
4,56,dena21,86.564
4,57,dena21,86.564
4,58,dena21,86.564
4,59,dena21,86.564
4,60,dena21,86.564
4,61,dena21,86.564
4,62,dena21,86.564
4,63,dena21,86.564
4,64,dena21,86.564
4,65,dena21,86.564
4,66,dena21,86.564
4,67,dena21,86.564
4,68,dena21,86.564
4,69,dena21,86.564
4,70,dena21,86.564
